,name,url,Rating,description,bbox,Destination,Lat,Lon
61,Hôtel De Normandie,https://www.booking.com/hotel/fr/de-normandie-amiens.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=25212603_201093309_0_2_0&highlighted_blocks=25212603_201093309_0_2_0&matching_block_id=25212603_201093309_0_2_0&sr_pri_blocks=25212603_201093309_0_2_0__12880&from=searchresults#hotelTmpl,"6,8","[""L'Hôtel De Normandie est situé au cœur d'Amiens, à seulement 100 mètres de la gare et à 5 minutes à pied de la cathédrale Notre-Dame, de la tour Perret ainsi que de nombreux magasins."", ""Chaque chambre dispose d'une télévision à écran plat, d'un bureau, d'un téléphone et d'une connexion Wi-Fi gratuite. Un sèche-cheveux, une bouilloire électrique, du matériel de repassage et un adaptateur pourront vous être fournis gratuitement, sur demande."", ""Vous profiterez chaque matin d'un petit-déjeuner servi sous forme de buffet que vous pourrez savourer dans la salle à manger Art déco de l'hôtel. Un salon commun est en outre à votre disposition pour vous détendre."", ""L'autoroute N25 se trouve à 10 minutes de route de l'Hôtel De Normandie. ""]","2.27641772128699,49.8735207040107,2.33229328297021,49.9094515371569",Amiens,49.8914861205838,2.3043555021286
62,B&B Hôtel Amiens Centre Cathédrale,https://www.booking.com/hotel/fr/ibis-amiens-centre-cathedrale.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=65952102_94499753_0_34_0&highlighted_blocks=65952102_94499753_0_34_0&matching_block_id=65952102_94499753_0_34_0&sr_pri_blocks=65952102_94499753_0_34_0__15380&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,4","[""Doté d'un restaurant et d'une connexion Wi-Fi gratuite, l'ibis Amiens Centre Cathédrale est situé dans le centre d'Amiens."", ""Les chambres possèdent une télévision à écran plat et un bureau. Les salles de bains privatives sont pourvues d'une douche."", ""L'hôtel comporte une réception ouverte 24h/24, un bar, un snack-bar et une bagagerie. Vous savourerez quotidiennement un petit-déjeuner buffet composé de plats sucrés et salés, parmi lesquels des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries cuites sur place et des madeleines fraîches sont aussi proposées, ainsi qu'une boisson chaude et un fruit à emporter. Un petit-déjeuner plus léger est servi à partir de 4h00."", ""Vous séjournerez à 1,3 km du Zénith d'Amiens, à 800 mètres du Musée de l'Hôtel de Berny et à 1,1 km de la gare ferroviaire d'Amiens. L'aéroport de Beauvais-Tillé se trouve à 50 km. Le parking est accessible moyennant des frais supplémentaires. ""]","2.26403192226029,49.8740335834269,2.31990807773969,49.9099644165731",Amiens,49.891999,2.2919699999999903
63,DOWNTOWN ROOFTOP - CENTRE VILLE - WiFi - TERRASSE - NETFLIX,https://www.booking.com/hotel/fr/downtown-rooftop-centre-ville-wifi-terrasse.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=823411901_350962672_2_0_0&highlighted_blocks=823411901_350962672_2_0_0&matching_block_id=823411901_350962672_2_0_0&sr_pri_blocks=823411901_350962672_2_0_0__21518&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,"[""Le DOWNTOWN ROOFTOP - CENTRE VILLE - WiFi - TERRASSE - NETFLIX est situé à Amiens, à 1,5 km du Zénith et à 600 mètres du musée Berny, dans une région propice à la randonnée. Occupant un bâtiment datant de 1950, il dispose d'une connexion Wi-Fi gratuite. Il se trouve à 1,3 km du parc des jardins flottants et à 500 mètres du tribunal de grande instance d'Amiens."", ""Cet appartement comprend une chambre, une télévision par satellite à écran plat, une cuisine équipée avec un lave-vaisselle et un micro-ondes, ainsi qu'une salle de bains pourvue d'un bidet. Les serviettes et le linge de lit sont fournis."", 'Une terrasse est à votre disposition sur place.', ""L'université de Picardie Jules Verne se trouve à 2,8 km. L'aéroport de Beauvais-Tillé, le plus proche, est à 50 km. ""]","2.26679977645621,49.8742388361809,2.32267616957579,49.9101696693271",Amiens,49.892204252754,2.294737973016
64,Chambres d'hôtes Les Ecuries de La Source,https://www.booking.com/hotel/fr/les-ecuries-de-la-source.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=152760801_91956302_2_1_0&highlighted_blocks=152760801_91956302_2_1_0&matching_block_id=152760801_91956302_2_1_0&sr_pri_blocks=152760801_91956302_2_1_0__19800&from=searchresults#hotelTmpl,"8,2","[""Doté d'une terrasse bien exposée, l'établissement Les Ecuries de La Source vous accueille avec vos animaux domestiques à Amiens, à 2,6 km du Zénith. Un parking privé est disponible gratuitement sur place."", ""Les Ecuries de La Source propose des chambres et des suites à la décoration contemporaine, équipées d'une télévision à écran plat et d'une connexion Wi-Fi gratuite. Elles comportent toutes une salle de bains moderne avec un sèche-cheveux."", 'Durant votre séjour, vous aurez accès à un salon commun. Le petit-déjeuner comprend des fruits frais, du café, du chocolat, du thé, des croissants, du pain, des brioches et des confitures.', ""Vous pourrez pratiquer diverses activités dans les environs, notamment la pêche et le vélo. L'établissement Les Ecuries de La Source est à 3,7 km du musée de Berny et à 3,8 km des Hortillonages. L'aéroport de Beauvais-Tillé, le plus proche, se trouve à 52 km. ""]","2.24262471102683,49.9007583506746,2.29853183130099,49.9366891838208",Amiens,49.9187237672477,2.27057827116391
65,The Nest,https://www.booking.com/hotel/fr/the-nest-amiens.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=344619506_132545705_2_0_0&highlighted_blocks=344619506_132545705_2_0_0&matching_block_id=344619506_132545705_2_0_0&sr_pri_blocks=344619506_132545705_2_0_0__22800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,7","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement The Nest\xa0! "", ""Situé à 1,7 km du Zénith d'Amiens, l'établissement The Nest propose un salon commun, un jardin et un service d'étage. Une connexion Wi-Fi est accessible gratuitement dans l'ensemble de ses locaux."", ""Tous les logements comprennent un coin salon, une télévision par satellite à écran plat, un coffre-fort et une salle de bains privative pourvue d'un sèche-cheveux. Leur kitchenette bien équipée comporte un coin repas. Certains logements possèdent une terrasse et/ou un balcon offrant une vue sur le jardin ou la ville."", ""Cet appart'hôtel possède une terrasse."", ""Vous séjournerez à 2,4 km du parc des jardins flottants et à 2,9 km du musée Berny. L'aéroport le plus proche, celui de Beauvais-Tillé, est situé à 62 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires. ""]","2.26669748052281,49.8713415834269,2.32257051947719,49.9072724165731",Amiens,49.889307,2.2946340000000003
66,Au Coeur d'Amiens,https://www.booking.com/hotel/fr/maison-au-coeur-de-la-ville-amiens1.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=214336701_326762363_0_0_0&highlighted_blocks=214336701_326762363_0_0_0&matching_block_id=214336701_326762363_0_0_0&sr_pri_blocks=214336701_326762363_0_0_0__30480&from=searchresults#hotelTmpl,"9,4","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Au Coeur d'Amiens\xa0! "", ""Situé à Amiens, à seulement 3,1 km du Zénith, l'établissement Au Coeur d'Amiens propose un service de prêt de vélos, un jardin et une réception ouverte 24h/24. Vous séjournerez à moins de 1 km du parc des jardins flottants. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place."", ""Cette maison de vacances comprend 2 chambres, une télévision à écran plat, un coin salon et 2 salles de bains pourvues d'une douche. Sa cuisine est équipée d'un lave-vaisselle et d'un micro-ondes. Les serviettes et le linge de lit sont fournis."", ""Cette maison de vacances dispose d'un barbecue et d'une terrasse bien exposée."", ""Vous séjournerez à moins de 1 km du musée de Berny et à 10 minutes à pied du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est à 64 km. ""]","2.2784276159261,49.8781898834269,2.33430858407388,49.9141207165731",Amiens,49.896155300000004,2.30636809999999
67,Studio Spa Privatif NETFLIX Unique Amiens,https://www.booking.com/hotel/fr/studio-spa-privatif-netflix-unique-amiens.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=727829401_339550840_2_0_0&highlighted_blocks=727829401_339550840_2_0_0&matching_block_id=727829401_339550840_2_0_0&sr_pri_blocks=727829401_339550840_2_0_0__21722&from=searchresults#hotelTmpl,"8,8","[""Doté d'un spa et centre de bien-être, le Studio Spa Privatif NETFLIX Unique Amiens est situé à Amiens, à moins de 1 km du Zénith, à 17 minutes à pied du musée Berny et à 1,8 km du parc des jardins flottants. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi."", 'Cet appartement comprend une chambre, une télévision et une cuisine.', ""Vous pourrez profiter d'un jacuzzi sur place."", ""Vous séjournerez à 1,4 km du tribunal de grande instance d'Amiens et à 3,1 km de l'université de Picardie Jules Verne. L'aéroport de Beauvais-Tillé, le plus proche, est à 51 km. ""]","2.25815059196616,49.8822029834269,2.31403620803384,49.9181338165731",Amiens,49.9001684,2.2860934000000004
68,WHITE HOUSE DHAVERNAS,https://www.booking.com/hotel/fr/white-house-dhavernas.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=819958901_344641298_3_0_0&highlighted_blocks=819958901_344641298_3_0_0&matching_block_id=819958901_344641298_3_0_0&sr_pri_blocks=819958901_344641298_3_0_0__26345&from=searchresults#hotelTmpl,"6,7","['Situé à Amiens, en Picardie, à proximité du musée Berny et du parc des jardins flottants, le WHITE HOUSE DHAVERNAS propose des hébergements avec un parking privé gratuit.', ""Revêtus de parquet, les logements comprennent un coin repas, une télévision par câble à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Un micro-ondes, un réfrigérateur, un four et une bouilloire sont également fournis."", ""Vous pourrez profiter d'une terrasse."", ""Vous séjournerez à 2,4 km du Zénith d'Amiens et à 1,3 km du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est à 49 km. Un service de navette aéroport est assuré gratuitement. ""]","2.27193941585628,49.8635041834269,2.32780338414372,49.8994350165731",Amiens,49.8814696,2.2998714
69,"La Vénus de Renancourt - face au Zénith, Licorne, Mégacité",https://www.booking.com/hotel/fr/la-venus-de-renancourt.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=751901101_339580577_2_0_0&highlighted_blocks=751901101_339580577_2_0_0&matching_block_id=751901101_339580577_2_0_0&sr_pri_blocks=751901101_339580577_2_0_0__22477&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,9","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Vénus de Renancourt - face au Zénith, Licorne, Mégacité\xa0! "", ""Doté d'une connexion Wi-Fi et d'un parking privé gratuits, l'établissement La Vénus de Renancourt - face au Zénith, Licorne, Mégacité est situé à Amiens, à seulement 800 mètres du Zénith. Occupant un bâtiment datant de 1960, cet appartement se trouve à 2,8 km du musée Berny et à 3,4 km du parc des jardins flottants."", ""Cet appartement comprend une chambre, une télévision à écran plat, un coin salon et une salle de bains pourvue d'une baignoire ou d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un réfrigérateur. Les serviettes et le linge de lit sont fournis."", ""Vous séjournerez à 2,3 km de l'université de Picardie Jules Verne et à 2,7 km du tribunal de grande instance d'Amiens. L'aéroport le plus proche, celui de Beauvais-Tillé, est situé à 50 km. ""]","2.23611787150057,49.8794754834269,2.29200032849943,49.9154063165731",Amiens,49.8974409,2.2640591
70,Le petit cocon,https://www.booking.com/hotel/fr/le-petit-cocon-amiens.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=636999901_250234015_2_0_0&highlighted_blocks=636999901_250234015_2_0_0&matching_block_id=636999901_250234015_2_0_0&sr_pri_blocks=636999901_250234015_2_0_0__28200&from=searchresults#hotelTmpl,"6,0","[""Doté d'une baignoire spa, l'établissement Le petit cocon est situé à Amiens. Vous séjournerez à 2,7 km du Zénith d'Amiens et à 700 mètres du musée Berny."", 'Cet appartement comprend une chambre et une télévision par satellite à écran plat. Les serviettes et le linge de lit sont fournis.', ""Vous séjournerez à 1,5 km du parc des jardins flottants et à 700 mètres du tribunal de grande instance d'Amiens. L'aéroport le plus proche, celui de Beauvais-Tillé, est situé à 50 km. ""]","2.27545060865661,49.8726750834269,2.33132519134339,49.9086059165731",Amiens,49.8906405,2.3033879
71,Comme une parenthèse au coeur des hortillonnages,https://www.booking.com/hotel/fr/comme-une-parenthese-au-coeur-des-hortillonnages.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=245245503_206383255_6_2_0&highlighted_blocks=245245503_206383255_6_2_0&matching_block_id=245245503_206383255_6_2_0&sr_pri_blocks=245245503_206383255_6_2_0__76680&from=searchresults#hotelTmpl,"9,0","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Comme une parenthèse au coeur des hortillonnages\xa0! "", ""Situé à Amiens, à moins de 5 km du Zénith d'Amiens et à 2 km du parc des jardins flottants, l'établissement Comme une parenthèse au coeur des hortillonnages propose des hébergements avec un jardin. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. Il propose des chambres familiales et un barbecue. Vous pourrez profiter d'une vue sur le jardin."", ""Toutes les chambres de cette maison d'hôtes comprennent une armoire, une terrasse avec vue sur la rivière, une salle de bains privative, une télévision, du linge de lit et des serviettes. Toutes les chambres du Comme une parenthèse au coeur comprennent un coin salon."", 'Un petit-déjeuner continental est servi sur place.', 'Vous pourrez pratiquer diverses activités à Amiens et dans ses environs, telles que le vélo, la pêche et le canoë-kayak.', ""Vous séjournerez à 2,5 km du musée Berny et à 2,6 km du tribunal de grande instance d'Amiens. L'aéroport le plus proche, celui de Beauvais-Tillé, est situé à 65 km. ""]","2.30341292329966,49.8705765834269,2.35928507670044,49.9065074165731",Amiens,49.888542,2.33134900000005
72,La Parenthèse Envoutée,https://www.booking.com/hotel/fr/aux-caves.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=180281106_326760762_0_0_0&highlighted_blocks=180281106_326760762_0_0_0&matching_block_id=180281106_326760762_0_0_0&sr_pri_blocks=180281106_326760762_0_0_0__43870&from=searchresults#hotelTmpl,"9,0","[""Situé à Amiens, à 3,4 km du Zénith et à 1,7 km du parc des jardins flottants, l'établissement La Parenthèse Envoutée propose des hébergements avec connexion Wi-Fi gratuite et accès à un jacuzzi. Vous profiterez également d'une baignoire spa."", ""Tous les logements disposent d'une kitchenette entièrement équipée avec un micro-ondes, d'un coin salon, d'une télévision à écran plat ainsi que d'une salle de bains privative avec un jacuzzi et des peignoirs. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires."", ""Vous séjournerez à 2,2 km du musée Berny et du tribunal de grande instance d'Amiens. L'aéroport le plus proche, celui de Beauvais-Tillé, est situé à 64 km. ""]","2.28423488360024,49.8703736825545,2.34010680213212,49.9063045157007",Amiens,49.8883390991276,2.31217084286618
73,Hôtel Inn Design Resto Novo Amiens,https://www.booking.com/hotel/fr/hotel-inn-design.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=7962201_187306411_2_34_0&highlighted_blocks=7962201_187306411_2_34_0&matching_block_id=7962201_187306411_2_34_0&sr_pri_blocks=7962201_187306411_2_34_0__15480&from=searchresults#hotelTmpl,"7,6","[""L'Hotel inn Design Resto Novo Amiens est situé à seulement 2 km de l'autoroute A29, à 10 minutes en voiture du centre-ville d'Amiens et à 40 minutes de route de Beauvais. Il met gratuitement à votre disposition une connexion Wi-Fi dans l'ensemble de ses locaux et un parking sur place."", ""Toutes les chambres modernes sont dotées d'un téléphone, d'une bouilloire, d'une télévision à écran plat et d'une salle de bains privative."", ""Le petit-déjeuner est servi tous les jours. Vous pourrez déguster des spécialités françaises au restaurant de l'hôtel, Le Novo, qui est ouvert du lundi midi au vendredi soir."", ""L'aéroport d'Amiens - Glisy se trouve à 10 minutes de route et le musée de Picardie est à 5 km. Vous pourrez également visiter la cathédrale Notre-Dame d'Amiens, accessible en 20 minutes en voiture. ""]","2.24859416313183,49.8427943728648,2.3044341819762,49.878725206011",Amiens,49.8607597894379,2.2765141725540152
74,"The Originals City, Tabl'Hôtel, Amiens",https://www.booking.com/hotel/fr/inter-amiens-tabl.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=71796b546f75ee592f27ef7f156d8ad6&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=9f0b643aa873023f&srepoch=1651500918&all_sr_blocks=350571402_258135537_0_2_0&highlighted_blocks=350571402_258135537_0_2_0&matching_block_id=350571402_258135537_0_2_0&sr_pri_blocks=350571402_258135537_0_2_0__17700&from=searchresults#hotelTmpl,"7,9","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement The Originals City, Tabl'Hôtel, Amiens\xa0! "", ""Situé à Longueau, l’établissement The Originals City, Tabl'Hôtel, Amiens (Inter-Hôtel) possède un jardin et un bar. Vous profiterez gratuitement d’un espace de stationnement privé et d’une connexion Wi-Fi."", ""Les chambres du Tabl'Hôtel disposent d'un bureau ainsi que d’une salle de bains privative dotée d’un sèche-cheveux. "", 'Tous les matins, vous pourrez déguster un petit-déjeuner buffet. Le restaurant de l’établissement sert des plats français variés.', ""Le Tabl'Hôtel met aussi à votre disposition une terrasse bien exposée."", 'Amiens se trouve à 12 km. Vous rejoindrez Albert à 31 km. L’aéroport de Paris-Beauvais est, quant à lui, accessible à 67 km. ']","2.3431381001853,49.8529845834269,2.3989898998147,49.8889154165731",Amiens,49.87095,2.371064
75,Le Luxury Design de la Vieille Ville,https://www.booking.com/hotel/fr/le-luxury-design-de-la-vieille-ville.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=21ab291e53a84027a353aea88912991f&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=0bc0644e63700014&srepoch=1651500959&all_sr_blocks=757134603_332650530_2_0_0&highlighted_blocks=757134603_332650530_2_0_0&matching_block_id=757134603_332650530_2_0_0&sr_pri_blocks=757134603_332650530_2_0_0__28150&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,3","[""Situé à Annecy, à 100 mètres du château et à 200 mètres du palais de l'Île, l'établissement Le Luxury Design de la Vieille Ville offre une vue sur la ville et dispose d'une connexion Wi-Fi gratuite."", ""Les logements comprennent la climatisation, une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Certains logements comprennent un coin salon et/ou une terrasse."", ""Vous séjournerez à proximité du musée du château d'Annecy, de l'école de communication visuelle Gobelins et de l'église Saint-François. L'aéroport de Chambéry-Savoie, le plus proche, est à 35 km. ""]","6.09893318525028,45.8803563483799,6.15065810310972,45.9162871815261",Annecy,45.898321764952996,6.12479564418
76,Hôtel Le Pré Carré,https://www.booking.com/hotel/fr/leprecarre.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=21ab291e53a84027a353aea88912991f&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=0bc0644e63700014&srepoch=1651500959&all_sr_blocks=5315414_81662140_2_2_0&highlighted_blocks=5315414_81662140_2_2_0&matching_block_id=5315414_81662140_2_2_0&sr_pri_blocks=5315414_81662140_2_2_0__19780&tpi_r=2&from=searchresults#hotelTmpl,"8,5","[""L'Hôtel Le Pré Carré est situé au cœur d'Annecy, à seulement 250 mètres du lac du même nom."", ""Les chambres de l’établissement Le Pré Carré sont insonorisées et équipées d'une télévision à écran plat et d'une connexion Wi-Fi gratuite. Tous les hébergements sont desservis par un ascenseur."", ""L'établissement propose un petit-déjeuner buffet qui peut être servi en chambre. Vous pourrez profiter également d’un centre d'affaires, d’une réception ouverte 24h/24 et d’un parking sur place. ""]","6.10025538889274,45.8845310289839,6.15198419603005,45.9204618621301",Annecy,45.902496445557,6.126119792461395
